id,en,el,nl,fr,de,es,it,pt,tr,bg,ru,hi,ja
admin.store.errorMinimumWishTime,Invalid future minimum wish time. It shall be non-zero positive number which is less than or equal to 1440,Μη έγκυρος μελλοντικός ελάχιστος χρόνος επιθυμίας. Πρέπει να είναι μη μηδενικός θετικός αριθμός που είναι μικρότερος ή ίσος με 1440,Ongeldige toekomstige minimale wenstijd. Het moet een niet-nul positief getal zijn dat kleiner is dan of gelijk is aan 1440,"Temps de souhait minimum futur non valide. Il doit s'agir d'un nombre positif non nul, inférieur ou égal à 1440","Ungültige zukünftige Mindestwunschzeit. Es muss eine positive Zahl ungleich Null sein, die kleiner oder gleich 1440 ist",Tiempo mínimo de deseo futuro no válido. Será un número positivo distinto de cero que sea menor o igual a 1440,Tempo minimo desiderio futuro non valido. Deve essere un numero positivo diverso da zero minore o uguale a 1440,Tempo mínimo de desejo futuro inválido. Deve ser um número positivo diferente de zero que é menor ou igual a 1440,"Geçersiz gelecekteki minimum istek zamanı. Sıfırdan büyük, 1440'a eşit veya küçük olmayan pozitif bir sayı olmalıdır.","Невалидно бъдещо минимално време за желание. То трябва да бъде ненулево положително число, което е по-малко или равно на 1440","Недействительное время минимального желания в будущем. Это должно быть ненулевое положительное число, которое меньше или равно 1440.",अमान्य भविष्य न्यूनतम इच्छा समय। यह गैर-शून्य सकारात्मक संख्या होगी जो 1440 से कम या इसके बराबर है,将来の最小希望時間が無効です。 1440以下のゼロ以外の正の数でなければなりません。
admin.global.initialValue,Initial Value,Αρχική τιμή,Beginwaarde,Valeur initiale,Ursprünglicher Wert,Valor inicial,Valore iniziale,Valor inicial,Başlangıç ​​değeri,Първоначална стойност,Начальное значение,आरंभिक मूल्य,初期値
admin.global.minorderamount,Minimum Order Amount,Ελάχιστο ποσό παραγγελίας,Minimaal bestelbedrag,Montant minimum de la commande,Minimaler Bestellbetrag,Cantidad mínima de pedido,Importo minimo dell'ordine,Quantidade Mínima do Pedido,Minimum Sipariş Miktarı,Минимална сума на поръчката,Минимальная сумма заказа,न्यूनतम आदेश राशि,最小注文金額
admin.store.deleteStoreMsgError,Store {{storeId}} contains orders or catalog items and cannot be deleted,Το κατάστημα {{storeId}} περιέχει παραγγελίες ή στοιχεία καταλόγου και δεν μπορεί να διαγραφεί,Winkel {{storeId}} bevat bestellingen of catalogusitems en kan niet worden verwijderd,Le magasin {{storeId}} contient des commandes ou des articles de catalogue et ne peut pas être supprimé,Store {{storeId}} enthält Bestellungen oder Katalogartikel und kann nicht gelöscht werden,La tienda {{storeId}} contiene pedidos o artículos del catálogo y no se puede eliminar,Il negozio {{storeId}} contiene ordini o articoli del catalogo e non può essere eliminato,A loja {{storeId}} contém pedidos ou itens de catálogo e não pode ser excluída,{{StoreId}} mağazası sipariş veya katalog ürünlerini içerir ve silinemez,Магазинът {{storeId}} съдържа поръчки или елементи от каталога и не може да бъде изтрит,Магазин {{storeId}} содержит заказы или товары из каталога и не может быть удален,स्टोर {{storeId}} में ऑर्डर या कैटलॉग आइटम शामिल हैं और इन्हें हटाया नहीं जा सकता,{{storeId}}のお店には注文またはカタログアイテムが含まれており、削除できません
admin.store.postCodesErrorMsg,A post code should have at maximum 10 characters. The field should be separated by commas for multiple postal codes.,Ένας ταχυδρομικός κώδικας πρέπει να έχει έως 10 χαρακτήρες. Μπορείς να εισάγεις περισσότερους ταχυδρομικούς κώδικες αν αυτοί διαχωρίζονται με κόμμα,Een postcode mag maximaal 10 tekens lang zijn en moet bij meerdere postcodes worden gescheiden door komma's.,Un code postal doit avoir au maximum 10 caractères et doit être séparé par des virgules pour plusieurs codes postaux.,Eine Postleitzahl sollte maximal 10 Zeichen enthalten und für mehrere Postleitzahlen durch Kommas getrennt sein.,Un código postal debe tener un máximo de 10 caracteres y debe estar separado por comas para varios códigos postales.,Un codice postale deve contenere al massimo 10 caratteri e deve essere separato da virgole per più codici postali.,Um código postal deve ter no máximo 10 caracteres e deve ser separado por vírgulas para vários códigos postais.,Bir posta kodu en fazla 10 karakter içermeli ve birden çok posta kodu için virgülle ayrılmalıdır.,Пощенският код трябва да съдържа максимум 10 знака и трябва да бъде разделен със запетаи за множество пощенски кодове.,Почтовый индекс должен состоять максимум из 10 символов и разделяться запятыми для нескольких почтовых индексов.,एक पोस्ट कोड में अधिकतम 10 वर्ण होने चाहिए और कई डाक कोड के लिए अल्पविराम से अलग होना चाहिए।,郵便番号は最大10文字で、複数の郵便番号の場合はカンマで区切る必要があります。
admin.store.customers.customers,Customers,Πελάτες,Klanten,Les clients,Kunden,Clientes,Clienti,Clientes,Müşteriler,Клиенти,Клиенты,ग्राहकों,お客様
admin.store.customers.customerName,Customer Name,Όνομα πελάτη,klantnaam,Nom du client,German,Nombre del cliente,Nome del cliente,nome do cliente,Müşteri Adı,Потребителско име,имя покупателя,ग्राहक का नाम,顧客名
admin.store.customers.customerPhone,Customer Phone,Τηλέφωνο πελάτη,Klant telefoon,Téléphone client,Kundentelefon,Teléfono del cliente,Telefono del cliente,Telefone do cliente,Müşteri Telefon Numarası,Телефон на клиента,Телефон клиента,ग्राहक फोन,顧客の電話番号
admin.store.customers.customerEmail,Customer Email,Email πελάτη,Klanten email,Email client,Kunden-eMail,Correo electrónico del cliente,Email del cliente,Email do cliente,Müşteri E-postası,Имейл на клиента,Электронная почта клиента,ग्राहक ईमेल,顧客のメールアドレス
admin.store.customers.orders,Orders,Παραγγελίες,Bestellingen,Ordres,Aufträge,Pedidos,Ordini,Pedidos,Siparişler,Поръчки,Russian,आदेश,注文管理
admin.store.customers.firstOrder,First Order,Πρώτη παραγγελία,Eerste bestelling,Premier ordre,Erste Bestellung,Primer orden,italian,Primeira ordem,İlk Sipariş,Първа поръчка,Первый заказ,पहले के आदेश,最新注文日
admin.store.customers.lastOrder,Last Order,Τελευταία παραγγελία,Last Order,Dernière commande,Letzte Bestellung,Último pedido,Ultimo ordine,Último pedido,Son sipariş,Последна поръчка,Последний заказ,अंतिम आदेश,初回注文日
admin.store.setting.marketing.Websitelink,Website Link,Σύνδεσμος ιστοσελίδας,Website link,Lien de site Web,Website-Link,Enlace de página web,Link al sito web,Link do site,Web Sitesi Bağlantısı,Връзка към уебсайт,Ссылка на сайт,वेबसाइट की लिंक,ウェブサイトへのリンク
admin.store.setting.marketing.Facebooklink,Facebook Link,Σύνδεσμος Facebook,Facebook-koppeling,Lien Facebook,Facebook Link,Enlace de Facebook,Collegamento a Facebook,Link do Facebook,Facebook Bağlantısı,Връзка във Facebook,Ссылка на Facebook,फेसबुक लिंक,Facebookリンク
admin.store.setting.marketing.Instagramlink,Instagram Link,Σύνδεσμος Instagram,Instagram-link,Lien Instagram,Instagram Link,Enlace de Instagram,Collegamento Instagram,Link do Instagram,Instagram Bağlantısı,Връзка в Instagram,Ссылка в Instagram,इंस्टाग्राम लिंक,Instagramリンク
